Statut,Lignes avec marqueurs + termes médicaux (texte original CLEAR EX),Lignes avec marqueurs + termes médicaux avec balises <t> (CLEAR EX),Terme médical,Marqueur,Indicateur,Reformulation
oui,"Nous avons effectué des recherches dans le registre du groupe Cochrane sur la sclérose en plaques et les maladies rares du système nerveux central, sur MEDLINE, Embase, CINAHL, LILACS, dans le registre d'essais cliniques de l'OMS, sur clinicaltrials.gov, et dans les rapports de la Food and Drug Administration (FDA), et avons recherché des études non publiées (jusqu'en décembre 2016).","Nous avons effectué des recherches dans le registre du groupe Cochrane sur la <t><t>sclérose<t> <t>en plaques<t><t> et les maladies rares du système nerveux <t>central<t>, sur MEDLINE, Embase, CINAHL, LILACS, dans le registre d'essais cliniques de l'OMS, sur clinicaltrials.gov, et dans les rapports de la Food and Drug Administration (FDA), et avons recherché des études non publiées (jusqu'en décembre 2016).",la sclérose en plaques,et les,maladie/s,les maladies rares du système nerveux central
oui,"Le délai avant le passage à la SEP cliniquement définie (SEPCD) par les critères diagnostic de Poser, et la probabilité d'interrompre le traitement ou d'abandonner pour une raison quelconque ont été comptabilisés en tant que critères de jugement secondaires.","Le délai avant le passage à la SEP cliniquement définie (SEPCD) par les critères diagnostic de Poser, et la probabilité d'interrompre le traitement ou d'abandonner pour une raison quelconque ont été comptabilisés en tant que critères de <t>jugement<t> secondaires.",SEP cliniquement définie,(),définie,SEPCD
non,"Le groupe recevant un traitement précoce présentait 19,6  pour cent  de récidives en moins (de 26,7 en moins à 12,7 en moins) par rapport à un traitement tardif après un maximum de cinq ans de suivi et un traitement précoce a réduit le risque de passage à une SEPCD à n'importe quel suivi jusqu'à 10 ans (par exemple, de plus de cinq ans de suivi HR 0,62, IC à 95  pour cent  0,53 à 0,73).","Le groupe recevant un traitement <t>précoce<t> présentait 19,6  pour cent  de récidives en moins (de 26,7 en moins à 12,7 en moins) par rapport à un traitement tardif après un maximum de cinq ans de suivi et un traitement <t>précoce<t> a <t>réduit<t> le risque de passage à une SEPCD à n'importe quel suivi jusqu'à 10 ans (par exemple, de plus de cinq ans de suivi HR 0,62, IC à 95  pour cent  0,53 à 0,73).",,,par exemple,
oui,Les convulsions tonicocloniques (grand mal) et l'état de mal épileptique convulsif (actuellement défini comme une convulsion tonicoclonique durant au moins 30 minutes) constituent des urgences médicales et exigent un traitement anticonvulsivant approprié dans les plus brefs délais.,Les <t><t>convulsion<t>s<t> tonicocloniques (<t>grand mal<t>) et l'<t>état de mal épileptique<t> <t>convulsif<t> (actuellement défini comme une <t>convulsion<t> tonicoclonique durant au moins 30 minutes) constituent des urgences médicales et exigent un traitement <t>anticonvulsivant<t> approprié dans les plus brefs délais.,l'état de mal épileptique convulsif,(),défini comme,une convulsion tonicoclonique durant au moins 30 minutes
oui,"L'épilepsie est un trouble neurologique courant affectant presque entre 0,5  pour cent  et 1  pour cent  de la population.","L'<t>épilepsie<t> <mdef>est un<mdef> <t>trouble<t> <t>neurologique<t> courant <t>affectant<t> presque <t>entre<t> 0,5  pour cent  et 1  pour cent  de la population.",L'épilepsie,est un/e,trouble/s,un trouble neurologique courant
oui,"La drépanocytose est une maladie héréditaire que l'on rencontre dans le monde entier, mais qui a une incidence plus élevée dans les régions d'Afrique où le paludisme est endémique.","La drépanocytose <mdef>est une<mdef> <t>maladie<t> héréditaire que l'on rencontre dans le monde entier, mais qui a une incidence plus élevée dans les régions d'Afrique où le <t>paludisme<t> est endémique.",La drépanocytose,est un/e,maladie/s,"une maladie héréditaire que l'on rencontre dans le monde entier, mais qui a une incidence plus élevée dans les régions d'Afrique où le paludisme est endémique"
oui,"Il y a un certain nombre de complications potentiellement graves associées à la maladie, et il est suggéré qu'un traitement précoce (avant l'apparition de symptômes) pourrait réduire tant la morbidité que la mortalité.","Il y a un <t>certain<t> <t>nombre<t> de complications potentiellement graves associées à la <t>maladie<t>, et il est suggéré qu'un traitement <t>précoce<t> (avant l'apparition de symptômes) pourrait réduire tant la morbidité que la mortalité.",un traitement précoce,(),maladie/s,avant l'apparition de symptômes
non,Le dépistage de la maladie dans la période néonatale permettrait un diagnostic précoce et donc un traitement précoce.,Le dépistage de la <t>maladie<t> dans la période néonatale permettrait un diagnostic <t>précoce<t> et donc un traitement <t>précoce<t>.,,,maladie/s,
non,"Évaluer s'il existe des preuves que la substitution du dépistage néonatal de la drépanocytose au diagnostic symptomatique réduit les conséquences indésirables à court et à long terme pour les personnes chez qui la maladie est détectée, sans effets défavorables sur la population visée par le dépistage.","Évaluer s'il existe des preuves que la substitution du dépistage <t>néonatal<t> de la drépanocytose au diagnostic <t>symptomatique<t> <t>réduit<t> les conséquences indésirables à <t>court<t> et à <t>long<t> terme pour les personnes chez qui la <t>maladie<t> est détectée, sans effets défavorables sur la population visée par le dépistage.",,,maladie/s,
oui,Nous avons effectué des recherches dans le registre des essais cliniques sur les hémoglobinopathies du groupe Cochrane sur la mucoviscidose et les autres maladies génétiques.,Nous avons effectué des recherches dans le registre des essais cliniques sur les <t>hémoglobinopathies<t> du groupe Cochrane sur la <t>mucoviscidose<t> et les autres maladies génétiques.,la mucoviscidose,et les autres,maladie/s,maladies génétiques
oui,La transplantation cardiaque est considérée comme étant le traitement de référence pour certaines personnes ayant une maladie cardiaque en phase terminale lorsque le traitement médical n'a pas réussi à stopper la progression de la pathologie sous-jacente.,La <t>transplantation<t> <t>cardiaque<t> est considérée comme étant le traitement de référence pour certaines personnes ayant une <t>maladie<t> <t>cardiaque<t> en <t>phase<t> terminale lorsque le traitement <t>médical<t> n'a pas réussi à stopper la progression de la pathologie sous-jacente.,La transplantation cardiaque,est considérée comme,maladie/s,le traitement de référence pour certaines personnes ayant une maladie cardiaque en phase terminale lorsque le traitement médical n'a pas réussi à stopper la progression de la pathologie sous-jacente
oui,"Quatre études avaient rendu compte de la qualité de vie liée à la santé (QVLS), mesurée à l'aide de l'échelle SF-36, profil de la qualité de vie chez les personnes ayant une maladie chronique (PLC), et de l'échelle d'évaluation de la qualité de vie par l'Organisation mondiale de la santé (WHOQoL) - BREF.","Quatre études avaient rendu compte de la qualité de vie liée à la santé (QVLS), mesurée à l'aide de l'<t>échelle<t> SF-36, profil de la qualité de vie chez les personnes ayant une <t>maladie<t> <t>chronique<t> (PLC), et de l'<t>échelle<t> d'évaluation de la qualité de vie par l'Organisation mondiale de la santé (WHOQoL) - BREF.",la qualité de vie liée à la santé,(),maladie/s,QVLS
non,Supplémentation calorique protéique orale chez l'enfant atteint de maladie chronique.,Supplémentation calorique protéique orale chez l'<t>enfant<t> <t>atteint<t> de <t>maladie<t> <t>chronique<t>.,,,maladie/s,
non,Une croissance réduite et un mauvais statut nutritionnel sont fréquents chez l'enfant atteint de maladie chronique.,Une croissance réduite et un <t>mauvais<t> statut nutritionnel sont fréquents chez l'<t>enfant<t> <t>atteint<t> de <t>maladie<t> <t>chronique<t>.,,,maladie/s,
oui,"Examiner les éléments de preuve suggérant que, chez l'enfant atteint de maladie chronique, les suppléments caloriques protéiques oraux modifient l'apport nutritionnel quotidien, les indices nutritionnels, la survie et la qualité de vie, ou sont associés à des effets indésirables tels que des diarrhées, des vomissements, une diminution de l'appétit, une intolérance au glucose, des ballonnements et des problèmes de comportement alimentaire.","Examiner les éléments de preuve suggérant que, chez l'<t>enfant<t> <t>atteint<t> de <t>maladie<t> <t>chronique<t>, les suppléments caloriques protéiques oraux modifient l'apport nutritionnel quotidien, les indices nutritionnels, la survie et la qualité de vie, ou sont associés à des effets indésirables tels que des diarrhées, des vomissements, une diminution de l'<t>appétit<t>, une <t>intolérance<t> au <t>glucose<t>, des ballonnements et des problèmes de <t>comportement<t> alimentaire.",des effets indésirables,,maladie/s ; tels que,"des diarrhées, des vomissements, une diminution de l'appétit, une intolérance au glucose, des ballonnements et des problèmes de comportement alimentair"
oui,Essais contrôlés randomisés ou quasi randomisés comparant sur un mois au moins des suppléments caloriques protéiques oraux visant à augmenter les apports caloriques par rapport à un traitement conventionnel existant (y compris les conseils sur l'amélioration de l'apport nutritionnel des aliments ou l'absence d'intervention spécifique) chez l'enfant atteint de maladie chronique.,Essais contrôlés randomisés ou quasi randomisés comparant sur un mois au moins des suppléments caloriques protéiques oraux visant à augmenter les apports caloriques par rapport à un traitement conventionnel existant (y compris les conseils sur l'amélioration de l'apport nutritionnel des <t>aliments<t> ou l'absence d'intervention <t>spécifique<t>) chez l'<t>enfant<t> <t>atteint<t> de <t>maladie<t> <t>chronique<t>.,un traitement conventionnel,(),maladie/s ; y compris,les conseils sur l'amélioration de l'apport nutritionnel des aliments ou l'absence d'intervention spécifique
oui,"Nous avons évalué de façon indépendante les critères de jugement suivants : indices de nutrition et de croissance, mesures anthropométriques de la composition corporelle, apport calorique et nutritionnel (total issu des suppléments caloriques protéiques oraux et de l'alimentation), comportement alimentaire, observance, qualité de vie, effets indésirables spécifiques, scores de gravité de la maladie et mortalité.","Nous avons évalué de façon indépendante les critères de <t>jugement<t> suivants : indices de <t>nutrition<t> et de croissance, mesures anthropométriques de la <t>composition corporelle<t>, <t>apport calorique<t> et <t>nutrition<t>nel (<t>total<t> issu des suppléments caloriques protéiques oraux et de l'<t>alimentation<t>), <t>comportement<t> alimentaire, observance, qualité de vie, effets indésirables spécifiques, scores de <t>gravité<t> de la <t>maladie<t> et mortalité.",apport calorique et nutritionnel ,(),maladie/s,total issu des suppléments caloriques protéiques oraux et de l'alimentation
oui,"Seules deux maladies chroniques ont été incluses dans ces analyses, à savoir la mucoviscidose et la malignité pédiatrique.","Seules deux maladies chroniques ont été incluses dans ces analyses, à savoir la <t>mucoviscidose<t> et la <t>malignité<t> pédiatrique.",maladies chroniques,à savoir,maladie/s,la mucoviscidose et la malignité pédiatrique
non,Aucune autre étude n'a été identifiée évaluant l'efficacité des suppléments caloriques protéiques oraux chez l'enfant atteint d'autres maladies chroniques.,Aucune autre étude n'a été identifiée évaluant l'<t>efficacité<t> des suppléments caloriques protéiques oraux chez l'<t>enfant<t> <t>atteint<t> d'autres maladies chroniques.,,,maladie/s,
non,Les suppléments caloriques protéiques oraux sont largement utilisés pour améliorer l'état nutritionnel des enfants souffrant de diverses maladies chroniques.,Les suppléments caloriques protéiques oraux sont largement utilisés pour améliorer l'<t>état nutritionnel<t> des enfants souffrant de diverses maladies chroniques.,,,maladie/s,
non,Nous préconisons de mener une série de grands essais contrôlés randomisés étudiant l'utilisation de ces produits chez les enfants atteints de différentes maladies chroniques.,Nous préconisons de mener une série de grands essais contrôlés randomisés <t>étudiant<t> l'utilisation de ces produits chez les enfants atteints de différentes maladies chroniques.,,,maladie/s,
oui,"Nous avons effectué des recherches dans le registre d'essais cliniques du groupe Cochrane sur la mucoviscidose et les autres maladies génétiques, qui comprend des références identifiées lors de recherches exhaustives dans des bases de données électroniques et de recherches manuelles de revues pertinentes ainsi que des comptes-rendus de conférences.","Nous avons effectué des recherches dans le registre d'essais cliniques du groupe Cochrane sur la <t>mucoviscidose<t> et les autres maladies génétiques, qui comprend des références identifiées lors de recherches exhaustives dans des bases de données électroniques et de recherches manuelles de revues pertinentes ainsi que des comptes-rendus de conférences.",la mucoviscidose,et les autres,maladie/s,maladies génétiques
oui,L'asthme est une maladie chronique courante dans le monde entier.,L'<t>asthme<t> <mdef>est une<mdef> <t>maladie<t> <t>chronique<t> courante dans le monde entier.,L'asthme,est un/e,maladie/s,une maladie chronique courante dans le monde entier
oui,La drépanocytose comprend un groupe de maladies génétiques du sang.,La drépanocytose comprend un groupe de maladies génétiques du <t>sang<t>.,La drépanocytose,comprend,maladie/s,un groupe de maladies génétiques du sang
oui,"Les effets de la maladie sont : une anémie à degrés variables qui, si elle est grave, peut réduire la mobilité ; une tendance des petits capillaires sanguins à s'obstruer, provoquant des douleurs musculaires et osseuses appelées couramment "" crises "" ; des dommages aux organes importants, tels que la rate, le foie, les reins et les poumons ; ainsi qu'une vulnérabilité accrue aux infections graves.","Les effets de la <t>maladie<t> sont : une <t>anémie<t> à degrés variables qui, si elle est <t>grave<t>, peut réduire la <t>mobilité<t> ; une tendance des petits capillaires sanguins à s'obstruer, provoquant des douleurs musculaires et osseuses appelées couramment "" crises "" ; des dommages aux organes importants, tels que la <t>rate<t>, le <t>foie<t>, les <t>reins<t> et les <t>poumons<t> ; ainsi qu'une vulnérabilité accrue aux infections <t>grave<t>s.",""" crises """,appelées,maladie/s,des douleurs musculaires et osseuses
non,Examiner les preuves d'efficacité des interventions psychologiques à améliorer la capacité des personnes atteintes de drépanocytose à s'adapter à leur maladie.,Examiner les preuves d'<t>efficacité<t> des interventions psychologiques à améliorer la capacité des personnes atteintes de drépanocytose à s'adapter à leur <t>maladie<t>.,,,maladie/s,
oui,"Nous avons effectué des recherches dans le registre d'essais cliniques sur les hémoglobinopathies du groupe Cochrane sur la mucoviscidose et les autres maladies génétiques, constitué des références identifiées lors de recherches exhaustives dans des bases de données électroniques et sur Internet, et lors de recherches manuelles de revues pertinentes et de résumés d'actes de conférence.","Nous avons effectué des recherches dans le registre d'essais cliniques sur les <t>hémoglobinopathies<t> du groupe Cochrane sur la <t>mucoviscidose<t> et les autres maladies génétiques, constitué des références identifiées lors de recherches exhaustives dans des bases de données électroniques et sur Internet, et lors de recherches manuelles de revues pertinentes et de résumés d'actes de conférence.",la mucoviscidose,et les autres,maladie/s,maladies génétiques
non,"En outre, la thérapie comportementale cognitive au domicile familial n'a pas montré de différence par rapport à l'éducation sur la maladie.","En outre, la <t>thérapie<t> comportementale cognitive au domicile familial n'a pas montré de différence par rapport à l'éducation sur la <t>maladie<t>.",,,maladie/s,
oui,"Néanmoins, ces résultats pourraient ne pas s'appliquer indépendamment de l'âge, de la gravité de la maladie drépanocytaire, du type de douleur (aiguë ou chronique), ou du contexte.","Néanmoins, ces résultats pourraient ne pas s'appliquer indépendamment de l'âge, de la <t>gravité<t> de la <t>maladie<t> drépanocytaire, du type de <t>douleur<t> (aiguë ou <t>chronique<t>), ou du contexte.",type de douleur,(),maladie/s,aiguë ou chronique
oui,"Nous avons effectué des recherches dans le registre des essais sur les erreurs innées du métabolisme du groupe Cochrane sur la mucoviscidose et les maladies génétiques, qui est élaboré à partir de recherches électroniques dans le registre Cochrane des essais contrôlés (CENTRAL) (mis à jour avec chaque nouveau numéro paru dans la Bibliothèque Cochrane), de recherches trimestrielles dans MEDLINE et de recherches manuelles prospectives dans un journal / le Journal of Inherited Metabolic Disease.","Nous avons effectué des recherches dans le registre des essais sur les erreurs innées du <t>métabolisme<t> du groupe Cochrane sur la <t>mucoviscidose<t> et les maladies génétiques, qui est élaboré à partir de recherches électroniques dans le registre Cochrane des essais contrôlés (CENTRAL) (mis à jour avec chaque <t>nouveau<t> numéro paru dans la Bibliothèque Cochrane), de recherches trimestrielles dans MEDLINE et de recherches manuelles prospectives dans un journal / le Journal of Inherited Metabolic Disease.",la mucoviscidose,et les,maladie/s,les maladies génétiques
non,"Aucun des critères de jugement principaux (incidence d'une maladie cardiaque ischémique, nombre de décès et âge au décès) n'a été évalué dans aucun des essais inclus.","Aucun des critères de <t>jugement<t> principaux (incidence d'une <t>maladie<t> <t>cardiaque<t> <t>ischémique<t>, <t>nombre<t> de décès et âge au décès) n'a été évalué dans aucun des essais <t>inclus<t>.",,,maladie/s,
non,"Aucune conclusion ne peut être émise concernant l'efficacité d'un régime alimentaire hypocholestérolémiant, ou des autres interventions diététiques proposées pour l'hypercholestérolémie familiale, concernant les principaux critères de jugement (les données et l'incidence de la maladie cardiaque ischémique, le nombre de décès et l'âge au décès) en raison du manque de données.","Aucune conclusion ne peut être émise concernant l'<t>efficacité<t> d'un <t>régime<t> alimentaire hypocholestérolémiant, ou des autres interventions diététiques proposées pour l'<t>hypercholestérolémie<t> familiale, concernant les principaux critères de <t>jugement<t> (les données et l'incidence de la <t>maladie<t> <t>cardiaque<t> <t>ischémique<t>, le <t>nombre<t> de décès et l'âge au décès) en raison du manque de données.",,,maladie/s,
non,"Nous avons exclu les interventions qui portaient spécifiquement sur le traitement des troubles de l'alimentation ou du diabète de type 2, ou qui incluaient des participants présentant une cause d'obésité secondaire ou syndromique.","Nous avons exclu les interventions qui portaient spécifiquement sur le traitement des troubles de l'<t>alimentation<t> ou du diabète de type 2, ou qui incluaient des participants présentant une cause d'<t>obésité<t> <t>secondaire<t> ou syndromique.",,,trouble/s,
non,"D'autre part, administré à n'importe quelle dose, le lubéluzole a été associé à un excès significatif des troubles de la conduction cardiaque (Q-T prolongé > 450 msec) à la fin du suivi (RC 1,43, IC à 95  pour cent  de 1,09 à 1,87).","D'autre part, administré à n'importe quelle dose, le lubéluzole a été associé à un excès significatif des <t>troubles de la conduction<t> <t>cardiaque<t> (Q-T <t>prolongé<t> > 450 msec) à la <t>fin<t> du suivi (RC 1,43, IC à 95  pour cent  de 1,09 à 1,87).",,,trouble/s,
non,"Le lubéluzole, donné en phase aiguë d'un AVC ischémique, n'est pas associé à une réduction significative de la mortalité ou de la dépendance à la fin de la période de suivi prévue, mais semble être associé à une augmentation significative des troubles de la conduction cardiaque (Q-T prolongé > 450 msec).","Le lubéluzole, donné en <t>phase<t> aiguë d'un AVC <t>ischémique<t>, n'est pas associé à une réduction significative de la mortalité ou de la <t>dépendance<t> à la <t>fin<t> de la période de suivi prévue, mais semble être associé à une augmentation significative des <t>troubles de la conduction<t> <t>cardiaque<t> (Q-T <t>prolongé<t> > 450 msec).",,,trouble/s,
non,L'aspirine semble réduire les AVC et les événements vasculaires majeurs chez les patients souffrant de FA non valvulaire autant que chez d'autres patients à haut risque (c'est-à-dire d'environ 25  pour cent ).,L'<t>aspirine<t> semble réduire les AVC et les événements vasculaires majeurs chez les patients souffrant de FA non valvulaire autant que chez d'autres patients à haut risque (c'est-à-dire d'environ 25  pour cent ).,,c'est-à-dire ,,
non,"L'inhibition de cette augmentation pourrait protéger les neurones et donc réduire les troubles neurologiques, l'incapacité et le handicap après un AVC.","L'<t>inhibition<t> de cette augmentation pourrait protéger les neurones et donc réduire les troubles neurologiques, l'<t>incapacité<t> et le <t>handicap<t> après un AVC.",,,trouble/s,
oui,Le massage était défini comme la manipulation de tissus mous utilisant les mains ou un dispositif mécanique.,Le massage était défini comme la <t>manipulation<t> de <t>tissus mous<t> utilisant les mains ou un <t>dispositif<t> mécanique.,Le massage,,défini comme,la manipulation de tissus mous utilisant les mains ou un dispositif mécanique
oui,"Malgré des différences sur sa définition, il existe un consensus général entre les cliniciens et les chercheurs selon lequel l'abus sexuel d'enfants et d'adolescents ("" abus sexuel d'enfants "") représente un problème social sérieux à l'échelle mondiale.","Malgré des différences sur sa définition, il existe un consensus <t>général<t> <t>entre<t> les cliniciens et les chercheurs selon lequel l'<t>abus<t> sexuel d'enfants et d'adolescents ("" <t>abus<t> sexuel d'enfants "") représente un <t>problème<t> <t>social<t> <t>sérieux<t> à l'<t>échelle<t> mondiale.",l'abus sexuel d'enfants et d'adolescents,représente,définition,un problème social sérieux
oui,"Les effets de l'abus sexuel se manifestent sous la forme d'un large éventail de symptômes, notamment la peur, l'anxiété, le trouble de stress post-traumatique et plusieurs troubles comportementaux internalisés et externalisés, comme des comportements sexuels inappropriés.","Les effets de l'<t>abus<t> sexuel se manifestent sous la forme d'un <t>large<t> éventail de symptômes, notamment la <t>peur<t>, l'<t>anxiété<t>, le <t>trouble<t> de <t>stress<t> post-<t>traumatique<t> et <t>plusieurs<t> <t>trouble<t>s comportementaux internalisés et externalisés, comme des <t>comportements sexuels<t> inappropriés.",troubles comportementaux internalisés et externalisés,comme,trouble/s,des comportements sexuels inappropriés
oui,"La dépression, le trouble de stress post-traumatique (TSPT), l'anxiété et des troubles comportementaux chez l'enfant étaient les critères de jugement principaux.","La <t>dépression<t>, le <t>trouble<t> de <t>stress<t> post-<t>traumatique<t> (TSPT), l'<t>anxiété<t> et des <t>trouble<t>s comportementaux chez l'<t>enfant<t> étaient les critères de <t>jugement<t> principaux.",le trouble de stress post-traumatique ,(),trouble/s,TSPT
non,"Les données de six études faisaient état d'une diminution moyenne de 0,44 écart type sur différentes échelles de troubles de stress post-traumatique chez l'enfant (IC à 95  pour cent  0,16 à 0,73 ; I2 = 46  pour cent  ; valeur de p pour l'hétérogénéité = 0,10).","Les données de six études faisaient état d'une diminution moyenne de 0,44 écart type sur différentes échelles de troubles de <t>stress<t> post-<t>traumatique<t> chez l'<t>enfant<t> (IC à 95  pour cent  0,16 à 0,73 ; I2 = 46  pour cent  ; valeur de p pour l'hétérogénéité = 0,10).",,,trouble/s,
oui,Les interventions pharmacologiques pour prévenir la sécheresse buccale et les troubles des glandes salivaires après une radiothérapie.,Les interventions pharmacologiques pour prévenir la sécheresse buccale et les troubles des <t>glandes salivaires<t> après une <t>radiothérapie<t>.,la sécheresse buccale,et les,trouble/s,les troubles des glandes salivaires
oui,"Les troubles des glandes salivaires sont un terme générique permettant d'indiquer la présence d'une xérostomie (la sensation subjective de sécheresse buccale), ou d'une hypofonction des glandes salivaires (une réduction de la production de salive).","Les troubles des <t>glandes salivaires<t> sont un terme générique permettant d'indiquer la présence d'une <t>xérostomie<t> (la <t>sensation<t> subjective de sécheresse buccale), ou d'une hypofonction des <t>glandes salivaires<t> (une réduction de la production de <t>salive<t>).",Les troubles des glandes salivaires,sont un,trouble/s,"un terme générique permettant d'indiquer la présence d'une xérostomie, ou d'une hypofonction des glandes salivaires"
non,"Ces troubles représentent des effets secondaires prévisibles de la radiothérapie réalisée au niveau de la tête et du cou, et sont associés à une réduction significative de la qualité de vie.","Ces troubles représentent des effets secondaires prévisibles de la <t>radiothérapie<t> réalisée au niveau de la <t>tête<t> et du <t>cou<t>, et sont associés à une réduction significative de la qualité de vie.",,,trouble/s,
non,"Un large éventail d'interventions pharmacologiques agissant au travers de différents mécanismes d'action, sont utilisées pour la prévention des troubles des glandes salivaires induits par la radiation.","Un <t>large<t> éventail d'interventions pharmacologiques agissant au travers de différents mécanismes d'action, sont utilisées pour la prévention des troubles des <t>glandes salivaires<t> induits par la <t>radiation<t>.",,,trouble/s,
non,Évaluer les effets des interventions pharmacologiques pour la prévention des troubles des glandes salivaires induits par la radiation.,Évaluer les effets des interventions pharmacologiques pour la prévention des troubles des <t>glandes salivaires<t> induits par la <t>radiation<t>.,,,trouble/s,
non,"Nous avons inclus les essais comparant n'importe quel régime médicamenteux prescrit pour la prophylaxie des troubles des glandes salivaires avant ou pendant la radiothérapie, à un placebo, à l'absence d'intervention ou à une autre intervention pharmacologique.","Nous avons <t>inclus<t> les essais comparant n'importe quel <t>régime<t> médicamenteux <t>prescrit<t> pour la <t>prophylaxie<t> des troubles des <t>glandes salivaires<t> avant ou pendant la <t>radiothérapie<t>, à un placebo, à l'absence d'intervention ou à une autre intervention <t>pharmacologique<t>.",,,trouble/s,
non,"Il y avait des preuves de faible qualité indiquant que l'amifostine est associée à l'augmentation de : vomissements (RR 4,90, IC à 95  pour cent  2,87 à 8,38 ; P Nous n'avons pas trouvé suffisamment de preuves (c'est-à-dire que les preuves étaient de très faible qualité) pour déterminer si la pilocarpine était supérieure ou inférieure à un placebo ou à l'absence de traitement témoin pour les critères de jugement suivants : la xérostomie, la production de salive, le taux de survie, et la qualité de vie.","Il y avait des preuves de <t>faible<t> qualité indiquant que l'amifostine est associée à l'augmentation de : vomissements (RR 4,90, IC à 95  pour cent  2,87 à 8,38 ; P Nous n'avons pas trouvé suffisamment de preuves (c'est-à-dire que les preuves étaient de très <t>faible<t> qualité) pour déterminer si la <t>pilocarpine<t> était supérieure ou inférieure à un placebo ou à l'<t>absence de<t> traitement témoin pour les critères de <t>jugement<t> suivants : la <t>xérostomie<t>, la production de <t>salive<t>, le taux de survie, et la qualité de vie.",,c'est-à-dire ,,
non,"Le 4 mars 2016, nous avons effectué des recherches dans le registre spécialisé du groupe Cochrane sur les affections neuromusculaires, le registre Cochrane des essais contrôlés (CENTRAL), MEDLINE, EMBASE et LILACS.","Le 4 mars 2016, nous avons effectué des recherches dans le registre <t>spécialisé<t> du groupe Cochrane sur les affections neuromusculaires, le registre Cochrane des essais contrôlés (CENTRAL), MEDLINE, EMBASE et LILACS.",,,affection/s,
oui,Le principal critère de jugement était une récupération incomplète de la fonction motrice du visage (c'est-à-dire une faiblesse faciale résiduelle).,Le <t>principal<t> critère de <t>jugement<t> était une récupération incomplète de la <t>fonction motrice<t> du visage (c'est-à-dire une <t>faiblesse<t> faciale résiduelle).,une faiblesse faciale résiduelle,c'est-à-dire ; (),,une récupération incomplète de la fonction motrice du visage
oui,"Les critères de jugement secondaires étaient les séquelles persistantes handicapantes d'un point de vue esthétique, l'apparition de mouvements syncinétiques ou de dysfonctionnements du système nerveux autonome (c'est-à-dire un hémispasme facial, un syndrome des larmes de crocodile) et les effets indésirables du traitement par corticostéroïdes se manifestant pendant le suivi.","Les critères de <t>jugement<t> secondaires étaient les séquelles persistantes handicapantes d'un point de vue esthétique, l'apparition de mouvements syncinétiques ou de dysfonctionnements du <t>système nerveux autonome<t> (c'est-à-dire un hémispasme <t>facial<t>, un <t>syndrome<t> des <t>larmes<t> de <t>crocodile<t>) et les effets indésirables du traitement par <t>corticostéroïdes<t> se manifestant pendant le suivi.",dysfonctionnements du système nerveux autonome,c'est-à-dire ; (),,"un hémispasme facial, un syndrome des larmes de crocodile"
non,"Un essai rapportait que trois participants recevant de la prednisolone avaient eu des troubles du sommeil temporaires et deux essais ont donné un compte-rendu détaillé des effets indésirables survenus chez 93 participants, tous non graves ; l'analyse combinée des données provenant de ces trois essais n'a montré aucune différence significative entre les taux d'effets indésirables chez les personnes ayant reçu des corticostéroïdes et les personnes ayant reçu un placebo (RR 1,04, IC à 95  pour cent  de 0,71 à 1,51, n = 715).","Un essai rapportait que trois participants recevant de la prednisolone avaient eu des troubles du <t>sommeil<t> temporaires et deux essais ont donné un compte-rendu détaillé des effets indésirables survenus chez 93 participants, tous non graves ; l'analyse combinée des données provenant de ces trois essais n'a montré aucune différence significative <t>entre<t> les taux d'effets indésirables chez les personnes ayant reçu des <t>corticostéroïdes<t> et les personnes ayant reçu un placebo (RR 1,04, IC à 95  pour cent  de 0,71 à 1,51, n = 715).",,,trouble/s,
non,"De manière générale, la thioridazine n'entraînait pas plus de troubles du mouvement que le placebo.","De manière générale, la <t>thioridazine<t> n'entraînait pas plus de troubles du <t>mouvement<t> que le placebo.",,,trouble/s,
oui,Ziprasidone dans la schizophrénie et les troubles mentaux sévères.,Ziprasidone dans la <t>schizophrénie<t> et les <t>troubles mentaux<t> sévères.,la schizophrénie,et les,trouble/s,les troubles mentaux sévères
non,Le terme : atypique est largement utilisé pour décrire certains antipsychotiques peu susceptibles d'entraîner des troubles du mouvement et une augmentation de la prolactine sérique.,Le terme : <t>atypique<t> est largement utilisé pour décrire certains antipsychotiques peu susceptibles d'entraîner des troubles du <t>mouvement<t> et une augmentation de la <t>prolactine<t> sérique.,,,trouble/s,
non,"Elle est moins susceptible que l'halopéridol d'entraîner des troubles du mouvement (RR de 0,4, IC entre 0,2 et 0,6), mais elle entraîne davantage de nausées et de vomissements (RR de 2,1, IC entre 1,2 et 3,8).","Elle est moins <t>susceptible<t> que l'<t>halopéridol<t> d'entraîner des troubles du <t>mouvement<t> (RR de 0,4, IC <t>entre<t> 0,2 et 0,6), mais elle entraîne davantage de nausées et de vomissements (RR de 2,1, IC <t>entre<t> 1,2 et 3,8).",,,trouble/s,
oui,"Le pimozide, formulé dans les années 1960, continue d'être commercialisé pour la prise en charge des patients atteints de schizophrénie ou de psychoses de même nature, telles que les troubles délirants.","Le <t>pimozide<t>, formulé dans les années 1960, continue d'être commercialisé pour la prise en charge des patients atteints de <t>schizophrénie<t> ou de psychoses de même nature, telles que les <t>troubles délirants<t>.",schizophrénie,,ou ,psychoses de même nature
