Column1	Column2
l'hypofertilité	 les troubles menstruels
l'hypofertilité	 troubles menstruels
l'hypofertilité	 les troubles menstruels
l'hypofertilité	 les troubles menstruels
l'hypofertilité	 les troubles menstruels
l'hypofertilité	 les troubles menstruels
l'hypofertilité	 les troubles menstruels
L'hypofertilité	est un/e trouble qui touche les couples en âge de procréer 
l'hypofertilité 	 les troubles menstruels
l'hystérectomie 	  l'hystérectomie abdominale (HA), l'hystérectomie vaginale (HV), l'hystérectomie laparoscopique (HL) et l'hystérectomie assistée par robot (RH).
l'hystérectomie abdominale	( HA)
l'hystérectomie assistée par robot	(RH)
l'hystérectomie laparoscopique	(HL)
l'hystérectomie vaginale	(HV)
l'immaturité générale	( faible poids de naissance et jeune âge gestationnel)
l'immunoglobuline intraveineuse	(IgIV)
L'incontinence fécale	est un/e trouble pénible accompagné d'une stigmatisation sociale forte
L'incontinence fécale	est un/e  une maladie complexe et pénible aux implications médicales et sociales importantes
L'indométacine	est un/e maladie un anti-inflammatoire non-stéroïdien (AINS) utilisé fréquemment pour le traitement de l'inflammation et de la douleur due à une maladie rhumatismale (arthrite) et moins souvent pour la prise en charge de la douleur postopératoire.
l'infarctus du myocarde sans élévation du segment ST	(IM non ST)
L'infection des voies urinaires sans complications 	(IVU)
L'infection des voies urinaires sans complications (IVU)	est un/e maladie fréquente chez les femmes jeunes sexuellement actives.
l'infection tuberculeuse lantente	( ITBL)
l'infection tuberculeuse lantente	, aussi connu sous le nom de thérapie préventive de la tuberculose ou chimioprophylaxie 
L'infection urinaire basse	(IUB)
L'infection urinaire basse (IUB) aiguë et sans complication	est un/e  un des troubles les plus fréquents pour lesquels les jeunes femmes consultent un médecin
L'infirmité motrice cérébrale	(IMC)
L'infirmité motrice cérébrale (IMC)	est un/e par exemple un ensemble de troubles permanents du développement moteur et postural entraînant une ou plusieurs limitation(s) des activités.
l'initiation différée	 définie comme  étant l'administration d'acides aminés de façon isolée ou avec une nutrition parentérale totale après les 24 premières heures qui suivent la naissance
L'insuffisance cardiaque	est un/e  une maladie dans laquelle le coeur ne pompe pas assez de sang pour satisfaire tous les besoins de l'organisme
l'insuffisance cardiaque	(IC)
L'insuffisance cardiaque (IC)	est un/e maladie courante grave associée à une hospitalisation fréquente.
l'insuffisance rénale chronique	(IRC)
l'insuffisance rénale définie par l'auteur et les lésions rénales aiguës	(IRA)
L'insuffisance veineuse chronique 	(IVC)
L'insuffisance veineuse chronique (IVC)	est un/e  une affection fréquente causée par un dysfonctionnement valvulaire, associé ou non à une obstruction, généralement dans les membres inférieurs.
l'interféron alpha 	( IFN)
l'interleukine-10 recombinante humaine	( IL-10)
l'International Myositis Assessment and Clinical Studies Group 	(défini/e IMACS)
L'intervalle de confiance	(IC)
L'intervention coronarienne percutanée	( ICP)
l'intervention en cas de crise	défini/e…comme  une réponse immédiate par une ou plusieurs personnes, lorsqu'une autre personne souffre d'une détresse aiguë, ladite réponse étant conçue pour garantir la sécurité et le rétablissement de la personne et qu'elle ne dure pas plus d'un mois 
l'isradipine	,  un inhibiteur des canaux calciques
l'obstruction vésicale fonctionnelle	c'est-à-dire la DVS
L'odds ratio 	( OR)
L'opération de l'aorte abdominale	est un/e  une intervention importante qui nécessite une assistance physiologique et une gestion hydrique intensives
L'ophtalmopathie thyroïdienne	est un/e  la manifestation extrathyroïdienne la plus fréquente de la maladie de Basedow, affectant jusqu'à 50  pour cent  des patients, et elle a un impact important sur la qualité de vie
L'ophtalmopathie thyroïdienne (OT)	est la manifestation extrathyroïdienne la plus fréquente de la maladie de Basedow
l'orthophonie	( traitement des troubles de la parole)
l'orthophonie	traitement des troubles de la parole
L'ostéoarthrite	la forme la plus courante de la maladie articulaire et la principale cause de douleur et d'incapacité physique chez les personnes âgées.
L'ostéoporose	est un/e  une maladie systémique squelettique caractérisée par une faible masse osseuse et une détérioration micro-architecturale du tissu osseux, conduisant à une augmentation de la fragilité osseuse et à un risque de fracture
L'otite moyenne aiguë	(OMA)
L'otite moyenne aiguë 	(OMA)
L'otite moyenne aiguë (OMA)	est un/e maladie infantile courante pouvant être fréquente et douloureuse.
L'otite moyenne aiguë (OMA)	est un/e  une affection fréquente chez les enfants
L'otite moyenne aiguë (OMA)	est un/e  une maladie à rémission spontanée dont le symptôme le plus désagréable est la douleur
L'otite moyenne aiguë (OMA)	est un/e  une maladie infantile fréquente pour laquelle des antibiotiques sont souvent prescrits
L'otite moyenne aiguë récidivante	définie comme  au moins trois infections aiguës de la cavité de l'oreille moyenne sur une période de six mois, ou au moins quatre épisodes par an
L'otite moyenne aiguë suppurée	est l'une des maladies infectieuses les plus fréquentes chez l'enfant
L'oxcarbazépine	, un dérivé cétonique de la carbamazépine  thymorégulateur 
l'oxygénothérapie hyperbare	( OHB)
L'ulcération veineuse de la jambe	est un/e  une affection récurrente, chronique et invalidante
L'urticaire	est un/e  une maladie de peau commune caractérisée par des plaques irritantes qui peuvent survenir n'importe où sur le corps
l'utilisation de moins de quatre trocarts	( cholécystectomie laparoscopique à moins de quatre trocarts)
lymphadénectomie axillaire	(défini/e  la dissection des ganglions axillaires)
maladie à corps de Lewy 	(MCL)
maladie à SGB d'apparition précoce	( sepsis et/ou méningite)
maladie à SGB d'apparition précoce	( sepsis et/ou méningite)
maladie artérielle périphérique	( MAP)
maladie artérielle périphérique	( MAP)
maladie artérielle périphérique 	( MAP)
maladie cardiovasculaire	( MCV)
maladie cardio-vasculaire	( MCV)
maladie cardiovasculaire 	( MCV)
maladie coronarienne	( MC)
maladie coronarienne	( MCA)
maladie coronarienne 	(MC)
maladie d'Alzheimer	(MA)
maladie de Creutzfeldt-Jakob	( maladies à prion)
maladie de Creutzfeldt-Jakob (MCJ)	(ou d'autres maladies à prion)
maladie des motoneurones	/ sclérose latérale amyotrophique
maladie des motoneurones	est un/e  une maladie neurodégénérative rare
maladie du motoneurone	maladie maladie des motoneurones, maladie des neurones moteurs ou sclérose latérale amyotrophique
maladie du motoneurone	(MMN)
maladie du motoneurone	(MMN)
maladie du motoneurone 	(MMN)
maladie inflammatoire pelvienne	 des complications liées à un DIU
maladie inflammatoire pelvienne 	(MIP)
maladie inflammatoire pelvienne (MIP)	 infection des voies génitales supérieures
maladie métastasique hépatique non résécable de cancer colorectal 	(CCR)
maladie pulmonaire	( la bronchite aiguë ou la toux productive aiguë)
maladie pulmonaire chronique	( 28 jours ou plus sous oxygène)
maladie pulmonaire chronique	(MPC)
maladie pulmonaire interstitielle	( MPI)
maladie pulmonaire interstitielle	( MPI)
maladie pulmonaire interstitielle 	( MPI)
maladie pulmonaire interstitielle (MPI)	en particulier fibrose pulmonaire idiopathique (FPI)
maladie pulmonaire obstructive chronique	( MPOC)
maladie pulmonaire obstructive chronique	( MPOC)
maladie pulmonaire obstructive chronique 	( MPOC)
maladie rénale chronique 	(MRC)
maladie rénale terminale 	(MRT)
maladie rhumatismale	(arthrite)
maladie thrombogène	(maladie thrombose veineuse profonde)
maladie vasculaire périphérique	(MVP)
maladie vasculaire périphérique des membres inférieurs symptomatique	(Rutherford catégories 1 à 6 Fontaine stades II à IV)
maladies	notamment l'insuffisance cardiaque
maladies	notamment l'athérosclérose, le diabète, l'hypertension et la chylomicronémie
maladies alcooliques du foie	notamment une stéatose hépatique, une stéatohépatite, une fibrose, une cirrhose alcoolique, un carcinome hépatocellulaire avec présence ou absence d''infection par le virus de l'hépatite B ou C
maladies allergiques	notamment l'asthme
maladies auto-immunes	 telles que la SEP récurrente-rémittente (SEP-RR) active et la SEP progressive
maladies auto-immunes	 telles que la SEP récurrente-rémittente (SEP-RR) active et la SEP progressive
maladies cardiovasculaires	( MCV)
maladies cardiovasculaires	( MCV)
maladies cardiovasculaires	( MCV)
maladies cardiovasculaires	( MCV)
maladies cardiovasculaires (	( MCV)
maladies causées par les pneumocoques	en particulier ; ,   de pneumonies, ainsi que d'exacerbations aiguës,
maladies chroniques	en particulier maladies cardiaques et pulmonaires
maladies chroniques	comme le diabète, l'hypertension et l'asthme
maladies chroniques	à savoir la mucoviscidose et la malignité pédiatrique
maladies colorectales	défini comme les maladies inflammatoires de l'intestin et la diverticulite aiguë
maladies de l'appareil génital	, ; en particulier  le syndrome inflammatoire pelvien
maladies dégénératives	(par exemple dystrophie myotonique)
maladies génétiques	 hémoglobinopathies
maladies inflammatoires chroniques de l'intestin	(MICI)
maladies inflammatoires systémiques	 la polyarthrite rhumatoïde
maladies musculaires héréditaires et acquises	 Une faiblesse musculaire progressive
maladies non-transmissibles 	( MNTs)
maladies potentiellement mortelles	comme les troubles du transport de carnitine ou une acidurie glutarique de type I
maladies pulmonaires fibrotiques	maladie la pneumonie interstitielle non spécifique (PINS)
maladies respiratoires	comme la maladie pulmonaire obstructive chronique (MPOC)
maladies rhumatismales	troubles musculosquelettiques
maladies rhumatismales 	 troubles musculosquelettiques
maladies rhumatismales 	 troubles musculosquelettiques 
maladies sexuellement transmissibles 	( MST)
maladies spécifiques	( maladie pulmonaire, diabète, cardiopathie ischémique)
maladies vasculaires cérébraux	 AVC ischémique aigu
maladies virales au travail	 l'hépatite B, l'hépatite C et le VIH
Manuel de diagnostic et de statistique des troubles mentaux 	( DSM-IV)
Manuel diagnostique et statistique	(maladie DSM-IV)
Manuel diagnostique et statistique 	(DSM)
Manuel diagnostique et statistique des troubles mentaux	( DSM IV)
matériaux attaquants	par exemple l'acide phosphorique, l'acide polyacrylique, l'acide maléique
mauvais résultats visuels	(par exemple astigmatisme, rejet de greffe ou échec)
mécanisme oropharyngé de la déglutition	(par exemple maintien de la jointure des lèvres)
médecines complémentaires et alternatives	comme la phytothérapie, l'acupuncture ou les ventouses humides
médicament moderne	(tel que l'oxaliplatine, l'irinotécan ou des agents biologique)
médicament modificateur de la maladie 	(DMT)
médicaments	(la bétahistine (Serc(R)) ou des diurétiques)
médicaments antiépileptiques 	(MAE)
médicaments antipsychotiques	 la clozapine
médicaments antirhumatismaux modificateurs de la maladie 	(DMARD)
médicaments ayant une activité sur les bactéries anaérobies 	(par exemple clavulanate d'amoxicilline)
médicaments cholinergiques	( arécoline, choline, déanol, lécithine, méclofénoxate, physostigmine, RS 86, tacrine, metoxytacrine, galantamine, ipidacrine, donépézil, rivastigmine, eptastigmine, métrifonate, xanoméline, cévimeline)
médicaments complémentaires et alternatifs 	( MCA)
médicaments inhibiteurs calciques	( diltiazem, nifédipine, nimodipine, vérapamil)
médicaments modificateurs de la maladi	( DMT)
médicaments modificateurs de la maladie approuvés	( interféron bêta, acétate de glatiramère, natalizumab, mitoxantrone, fingolimod, tériflunomide, alemtuzumab)
médicaments plus anciens 	 la chlorpromazine et l'halopéridol
médicaments qui réduisent les spasmes musculaires 	par exemple  les benzodiazépines tels que le diazépam (Valium), l'alprazolam (Xanax) et le lorazépam (Ativan), et les non-benzodiazépines tels que le metaxalone (Skelaxin) ou une combinaison de paracétamol et d'orphénadrine (Muscol))
Méditerranéen 	dit Modèle de régime alimentaire
méditerranéen 	dit modèle de régime alimentaire 
membres du personnel chirurgical	(par exemple les infirmières)
mesures diététiques	( le régime à faible teneur en sel)
méthode d'assignation des participants à un traitement qui n'est pas strictement aléatoire	 par exemple date de naissance, numéro d'enregistrement à l'hôpital ou alternance
méthode de dépistage	(par exemple outil, programme, lignes directrices/protocole)
MMN non familiale	(sporadique)
MMS	(Multimedia Message Service)
modalité unique	(des étirements, la pose d'un plâtre, la stimulation électrique ou le port d'une attelle seule)
modulateurs sélectifs des récepteurs aux oestrogènes	(par exemple le raloxifène et le bazédoxifène)
modulateurs sélectifs des récepteurs aux oestrogènes 	( le raloxifène et le bazédoxifène)
morbidité liée à la MAP	(claudication intermittente, amputation, réduction de la distance de marche)
morbidité liée à la MAP 	(claudication intermittente, amputation, réduction de la distance de marche)
mortalité globale	(maladie décès)
mortalité globale	(maladie décès)
mortalité périnatale	( mortinatalité et décès au cours de la première semaine de vie)
MST	y compris  le VIH
Mucoviscidose	maladie maladies génétiques
mucoviscidose	( la maladie pulmonaire)
multimorbidité	: plus d'une pathologie chronique
muscles respiratoires	(la respiration)
musicothérapie	ou  traitement musical 
myasthénie grave	( comme pour d'autres maladies auto-immunes)
myosite à inclusions sporadiques (IBM) 	se présente comme maladie une maladie musculaire progressive avec une étiologie dégénérative incertaine et inflammatoire et est généralement réfractaire au traitement.
myotonie	connu sous le nom de Un retard anormal du relâchement des muscles squelettiques
néphropathie diabétique	(ND)
niveaux d'oxygène plus élevés	( SpO2 supérieure à 90  pour cent)
nombreux problèmes	 notamment une violation continuelle des lois, une criminalité, un abus de substances, une situation de chômage, une absence de domicile fixe et des difficultés relationnelles
norme référencée pour le diagnostic de la maladie d'Alzheimer	 les critères du NINCDS-ADRDA ou du Manuel diagnostique et statistique des troubles mentaux, quatrième révision (DSM-IV
oligo-ovulation	que l'on appelle  les saignements utérins anormaux
opioïdes	(par exemple la morphine)
optimale	comme  la présence de nodules tumoraux résiduels mesurant pour chacun 1 cm de diamètre maximal ou moins 
organes importants	 tels que la rate, le foie, les reins et les poumons
orthophonie	traitement des troubles de la parole
ostéo-arthrite	ou autres tel que affections rhumatismales
PAG	défini comme un poids inférieur à un percentile spécifié (habituellement le 10ème percentile)
Paralysie de Bell	 Paralysie faciale idiopathique ou Paralysie faciale
pas typiques des effets indésirables des opiacés 	,par exemple ; tels que la diminution de l'appétit, la fièvre et des étourdissements
pathologies	 telles que les maladies cardio-vasculaires
pathologies hypoxémiques chorniques	telles que  les maladies cardio-vasculaires, rénales, hépatiques et pulmonaires ou un âge avancé
pathologies touchant le système nerveux central	 la sclérose en plaques, les lésions médullaires, les maladies cérébrovasculaires, la maladie de Parkinson et la maladie d'Alzheimer
patients schizophrènes	 atteints de troubles mentaux sévères de même nature.
placebo	ou  absence d'intervention 
placebo	ou  absence d'intervention 
placebo	(par exemple excipient inactif)
placebo	/ aucun traitement
plaie de lit	 ou ulcère de décubitus
plaies aiguës	(comme les lacérations, les incisions chirurgicales et les brûlures)
plaies cancéreuses mammaires superficielles	( inférieures à 1 cm)
plaies chroniques	(telles que les plaies infectées, et les ulcères artériels et veineux)
plexus pampiniforme	( réseau de multitudes de petites veines dans le cordon spermatique de l'homme)
polyarthrite rhumatoïde	(PR)
pontage aorto-coronarien	( PAC)
post-partum	(la période suivant l'accouchement)
prédélinquants	(des enfants en difficulté, mais qui n'ont pas été officiellement jugés comme des délinquants)
pression expiratoire positi	( PEP)
prise en charge intégrée 	( PCI)
problèmes sur la santé 	: l'activité physique (4), la nutrition (12), l'activité physique et la nutrition combinées (18), les brimades (7), le tabac (5), l'alcool (2), la santé sexuelle (2), la violence (2), la santé mentale (2), le lavage des mains (2), les multiples comportements à risque (7), l'utilisation du casque à vélo (1), les troubles alimentaires (1), la protection solaire (1) et la santé bucco-dentaire (1)
produits dérivés de l'aloe vera	(par exemple pansements et gels topiques)
programme ou régime d'exercice	par exemple la marche, le saut à la corde et la course à pied
progression de la maladie	( un nouvel événement symptomatique du SIDA ou la mort)
progression de la myopie	définie comme  un changement moyen d'une dioptrie
prophylaxie antibiotique intrapartum 	( PAI)
prostatectomie radicale	( chirurgie)
protéines	(par exemple SGA, NO, NA)
protocoles de cerclage	(par exemple indication posée sur la base des antécédents ou de l'échographie ou de l'examen physique)
psoriasis	 troubles cutanés
psychoses de même nature	 trouble/s ; telles que les troubles délirants
quasi randomisés 	(quasi-ECR)
quasi-ECR	(par exemple dans lesquels l'assignation n'était pas aléatoire, mais était censée ne pas être biaisée, par exemple, à assignation alternée)
quatre trocarts à quatre trocarts	c'est-à-dire  la cholécystectomie laparoscopique standard réalisée avec deux trocarts d'au moins 10 mm d'incision et deux trocarts d'au moins 5 mm d'incision
questionnaire Minnesota Living with Heart Failure	( une mesure de la qualité de vie liée à la santé spécifique à la maladie)
rapport de cotes	( RC)
rapport de risque	( RR)
rapport de risque	(RR)
rapport des cote	(RC)
rapport des cotes de Peto	( RC)
rayons ultraviolets A	est une UVA
rayons ultraviolets A 	(UVA)
rectocolite hémorragique	est un/e maladie/s une maladie chronique récurrente caractérisée par une inflammation diffuse des muqueuses limitée au colon
réduire la fréquence des hospitalisations dues à une infection VRS	c'est-à-dire réduire l'incidence des maladies des voies respiratoires inférieures graves causées par le VRS chez des enfants atteints de maladies pulmonaires chroniques, de cardiopathies congénitales ou chez des nouveau-nés prématurés
réfraction	(focalisation)
régime alimentaire pauvre en graisses	tel que des régimes hypolipidiques et pauvres en graisses saturées
respiration sifflante intermittente	( asthme, respiration sifflante virale, respiration sifflante virale préscolaire)
résultat visuel médiocre	(la meilleure acuité visuelle corrigée de moins de 6/60)
résultat visuel médiocre	(meilleure acuité visuelle corrigée inférieure à 6/60)
résultat visuel médiocre  	(la meilleure acuité visuelle corrigée de moins de 6/60)
résultats neurodéveloppementaux indésirables	par exemple la paralysie cérébrale et les troubles associés et les handicaps découlant de lésions cérébrales foetales
retrait tardif	(défini comme le retrait du masque après le réveil du patient)
RGO	(par exemple l'indice de reflux)
riboflavine	(vitamine B2)
risque de biais modéré	c'est-à-dire aucun essai ne présentait un risque élevé de biais de sélection, d'attrition ou de notification
risque réduit de lésion pulmonaire aiguë	( risque réduit de pneumothorax et d'emphysème pulmonaire interstitiel)
risque relatif	( RR)
risque relatif	( RR)
risque relatif	( RR)
risque relatif	( RR)
risque relatif 	(défini/e RR)
rythme cardiaque foetal	(RCF)
schizophrénie	défini/e ; définition troubles schizophréniformes
schizophrénie	 troubles mentaux chroniques
schizophrénie	 troubles mentaux chroniques
schizophrénie	 troubles mentaux chroniques.
schizophrénie	( troubles mentaux chroniques)
schizophrénie	 troubles mentaux graves
schizophrénie	 troubles psychotiques non affectifs graves
schizophrénie	 maladie mentale grave
schizophrénie	 roubles mentaux chroniques
schizophrénie	 troubles mentaux chroniques
schizophrénie	par exemple troubles mentaux sévères
schizophrénie	par exemple troubles mentaux sévères
schizophrénie	défini/e ; définie comme de troubles mentaux sévères
schizophrénie	défini/e ; définie comme troubles mentaux sévères
schizophrénie	 troubles schizophréniformes
schizophrénie	 de troubles de type schizophrénique.
schizophrénie	 troubles de type schizophrénique
schizophrénie	maladie de troubles schizophréniformes
schizophrénie	maladies une maladie d'allure schizophrénique
schizophrénie	maladies une maladie d'allure schizophrénique
schizophrénie	 maladies d'allure schizophréniques
schizophrénie	 maladie psychotique grave non affective
schizophrénie	 maladie psychotique grave non affective
schizophrénie	 maladies d'allure schizophrénique
schizophrénie	 troubles schizophréniformes
schizophrénie	définie comme  troubles schizophréniformes
schizophrénie	définie comme  troubles schizophréniformes
schizophrénie	et  maladies de type schizophrénique
schizophrénie	ou  troubles mentaux sévères
schizophrénie	ou  troubles mentaux sévères
schizophrénie	ou  troubles mentaux sévères
schizophrénie	 troubles schizophréniformes
schizophrénie	 troubles schizo-affectifs
schizophrénie	et  troubles schizophréniformes
schizophrénie	et  troubles schizophréniformes
schizophrénie	ou  psychoses de même nature
schizophrénie	ou d'autres troubles mentaux graves
schizophrénie	ou d'autres troubles mentaux graves
schizophrénie	ou d'autres troubles mentaux
schizophrénie	ou d'autres troubles mentaux graves ou chroniques
schizophrénie	ou d'autres troubles mentaux chroniques ou graves
schizophrénie	 ou troubles mentaux chroniques
schizophrénie infantile	(c'est-à-dire schizophrénie déclarée avant l'âge de 13 ans)
sclérose en plaques	(SEP)
sclérose en plaques	(SEPCD)
sclérose latérale amyotrophique	tel que maladie du motoneurone
sclérose latérale amyotrophique	/ maladie maladie des motoneurones
sclérose latérale amyotrophique	/ maladie maladie des motoneurones
sclérose latérale amyotrophique	/ maladie maladie du motoneurone
sclérose latérale amyotrophique	aussi appelée maladie maladie du motoneurone
sclérose latérale amyotrophique	/ maladie maladie du motoneurone
sclérose latérale amyotrophique	/ maladie maladie du motoneurone (SLA)
sclérose latérale amyotrophique	/ maladie des motoneurones
sclérose latérale amyotrophique	/ maladie des motoneurones
sclérose latérale amyotrophique (SLA)	tel que maladie du motoneurone (MMN)
SCORAD	( SCORing Atopic Dermatitis)
score groupé DSS	(Diabetes Social Support Interview)
score SED 	( Self-Efficacy for Diabetes)
sensibilisées au cancer du sein	c'est-à-dire  qu'elles aient les connaissances, les compétences et la confiance de détecter des changements mammaires et de consulter un professionnel de santé immédiatement
SEP	( sclérose en plaques)
SEP cliniquement définie	(définie SEPCD)
séquelles neurologiques	comme la perte d'audition, le retard de développement et les troubles cognitifs
sérieux problèmes	,   l'agranulocytose, la prise de poids et les troubles cardiaques, l'hypersalivation
service d'urgence	(SU)
services de santé 	par exemple urgences
Ses effets indésirables	,  des troubles du mouvement, une prise de poids et une tachycardie 
sevrage tabagique par téléphone mobile	autrement dit toutes les interventions destinées aux utilisateurs de téléphones portables, comportant une administration par téléphone mobile et utilisant des fonctions ou applications pouvant être utilisées ou transmises à l'aide d'un téléphone mobile
sinusite aiguë 	définie par 10 à 30 jours de rhinorrhée, de congestion ou de toux diurne
SLA	/ MMN
SLA	/ MMN
SLA/MMN non familiale 	( sporadique)
soins bucco-dentaires	(SBD)
soins palliatifs	( SP)
solution électrolytique de macrogol isosmotique	( un laxatif oral)
SOPK	d'autres troubles endocriniens
SOPK	troubles endocriniens
sphincter oesophagien inférieur	(SOI)
sporothrix schenckii	appelé  un champignon dimorphique
stéroïdes synthétiques	(par exemple la tibolone)
strabisme	(un mauvais alignement des deux yeux)
substances énergétiques	 telles que les glucides, les protéines et les matières grasses
sueurs nocturnes	 troubles du sommeil associés à des sueurs nocturnes ou effets indésirables
suppression androgénique (TSA)	visant à réduire la circulation de la testostérone sérique
surfactant synthétique	( SS)
surmenage	(par exemple une entorse de la cheville)
survie globale	(défini/e SG)
survie sans maladie	( SSM)
survie sans maladie 	(SSM)
sutures	(par exemple couture)
sutures	(couture)
symptômes	(la respiration sifflante, l'essoufflement, les sensations d'oppression et la toux)
symptômes au niveau des voies urinaires inférieures	(SVUI)
symptômes de premier rang	( SPR)
symptômes liés à la miction	(fréquence et impériosité accrues, même la nuit douleurs ou gêne à la miction)
symptômes physiques	tels que l'exsudat abondant, les mauvaises odeurs, la douleur et le risque d'hémorragie
syndrome confusionnel	( délirium)
syndrome de bas débit cardiaque	( LCOS)
syndrome de Bickerstaff	( signes au niveau des neurones moteurs supérieurs et des troubles de la conscience )
syndrome de détresse respiratoire	( SDR)
syndrome d'immunodéficience acquise	(VIH/sida)
syndrome pelvien douloureux chronique 	(SPDC)
syndromes génétiques	(par exemple syndrome de Down, syndrome de Rett)
système nerveux central	(SNC)
systèmes de communication améliorée et alternative	par exemple des tableaux de symboles ou des appareils de synthèse vocale, ainsi qu'un travail sur les formes naturelles de communication des enfants
systèmes de communication améliorée et alternative (CAA)	par exemple des tableaux de symboles ou des appareils de synthèse vocale, ainsi qu'un travail sur les formes naturelles de communication des enfants.
tardif	(ayant un démarrage lent ou tardif)
taux de réponse tumorale 	(RT)
taux de survie globale	( SG)
taux d'effets indésirables	(EI)
TDAH	ou  trouble hyperkinétique
TDAH ou de TDA	( trouble déficitaire de l'attention)
technique d'anesthésie	(définie… comme anesthésie générale, sédation / analgésie, procédures de blocage régional ou paracervical (BPC))
technique d'anesthésie	(anesthésie générale, sédation / analgésie, procédures de blocage régional ou paracervical (BPC))
techniques chirurgicales moins invasives	(par exemple la résection transcervicale de l'endomètre, ou les approches à base de laser)
temsirolimus intraveineux	, définie un inhibiteur de la voie mTOR
tendinite calcifiante des courts rotateurs de l'épaule	(inflammation de la partie sous-acromiale des bourses séreuses, de la partie sous-deltoïde, ou des deux)
test d'étirement radiculaire	 ou  Slump test 
tests	(par exemple la flexion antérieure, le test d'hyperextension et le test d'étirement radiculaire)
tests objectifs de dépistage de la maladie artérielle	,  le temps de remplissage veineux, le débit sanguin musculaire et la pléthysmographie
tétrahydroisoxazolopyridine	(THIP)
thérapie comportementale et cognitive	( TCC)
thérapie par la danse et le mouvement 	(TDM)
thérapie parodontale d'appoint	telle que  l'utilisation d'agents chimiothérapeutiques ou de surfaçage radiculaire
thérapie primaire	( La thérapie pouvait être initiée pour une maladie récemment diagnostiquée)
thérapies comportementales	(par exemple thérapie cognitivo-comportementale, thérapie sexuelle)
thromboprophylaxie 	(y compris la prophylaxie mécanique ou pharmacologique)
thymorégulateur	un dérivé cétonique de la carbamazépine
tissu endométrial	(stromal et glandulaire)
tissu endométrial 	(stromal et glandulaire)
toute utilisation du tabac	(définition les consommateurs de tabac sans fumée)
Traitement	(par exemple chimiothérapie ou chimioradiothérapie)
traitement	(c'est-à-dire une autre PPE, un guide vidéo sur l'interaction, la psychoéducation, l'offre de conseils ou la thérapie cognitivo-comportementale (TCC))
traitement actif	(tel que la kinésithérapie, les produits pharmaceutiques ou la chirurgie)
traitement de maintien à la méthadone	(TEM)
traitement intermittent	 défini comme utilisation du médicament pendant moins de 14 jours
traitement qui n'est pas strictement aléatoire	,par exemple date de naissance, numéro d'enregistrement à l'hôpital ou alternance
traitement standard	(par exemple la pose d'endoprothèse)
traitements	,  l'olanzapine intramusculaire, orale-velotab ou orale standard 
traitements non pharmacologiques 	(par exemple le conseil)
traumatisme majeur anatomique	: défini/e par personnes ayant un score de gravité de blessure (ISS) supérieur à 9
traumatisme majeur mécanisme	: défini/e par personnes impliquées dans un événement de 'haute énergie' avec un risque de blessure grave malgré des signes vitaux stables ou normaux
traumatisme majeur physiologique	: définie par traumatisme pénétrant ou contondant avec plus de deux organes touchés et signes vitaux instables
trouble anxieux	( trouble panique, agoraphobie, phobie sociale, stress post-traumatique, état de stress aigu, trouble d'anxiété généralisée, trouble obsessionnel-compulsif ou phobie spécifique)
trouble d'anxiété généralisée	( TAG)
trouble d'anxiété généralisée	( TAG)
trouble de la personnalité limite	( TPL)
trouble de stress post-traumatique	( TSPT)
trouble déficitaire de l'attention avec hyperactivité	( TDAH)
trouble déficitaire de l'attention avec hyperactivité	( TDAH)
trouble déficitaire de l'attention avec hyperactivité	( TDAH)
trouble déficitaire de l'attention avec hyperactivité	(TDAH)
trouble dépressif majeur	( TDM)
trouble du spectre autistique	(TSA)
trouble du spectre autistique 	( TSA)
trouble dysphorique prémenstruel 	( TDPM)
trouble dysthymique 	(TD)
trouble obsessionnel-compulsif	( TOC)
trouble obsessionnel-compulsif	(TOC)
trouble obsessionnel-compulsif 	( TOC)
troubles allergiques	 le rhume des foins, la rhinite allergique et l'eczéma
troubles allergiques	 la rhinite allergique
troubles anxieux	( le trouble de stress post-traumatique)
troubles associés à l'entorse cervicale	( TAEC)
troubles cognitifs	 démence
troubles cognitifs	 démence
troubles cognitifs	 la démence
troubles cognitifs	ou d'autres démence du type Alzheimer, de démence vasculaire, de démence mixte vasculaire et maladie d'Alzheimer, de démence non classée 
troubles cognitifs dans la maladie de Parkinson sans démence	(également regroupés sous la désignation de maladie à corps de Lewy (MCL))
troubles cognitifs modérés 	( TCM)
troubles cognitifs modérés 	( TCM)
troubles comportementaux	connus sous le nom de  symptômes comportementaux et psychologiques de la démence
troubles comportementaux internalisés et externalisés	comme des comportements sexuels inappropriés
troubles de la déglutition	(maladie dysphagie)
troubles de la NASH	(par exemple l'hyperlipidémie, le diabète, le syndrome métabolique)
troubles de la réfraction 	(focalisation)
troubles de l'épaule	 l'arthrose
troubles de l'humeur	ou d'autres  troubles mentaux
troubles du comportement post-opératoires	défini comme agitation au réveil ou délire d'émergence
troubles du spectre autistique	( TSA)
troubles du spectre autistique	( TSA)
troubles du spectre autistique 	( TSA)
troubles du spectre autistique 	( TSA)
troubles du spectre autistique 	( TSA)
troubles du spectre autistique 	(trouble/s TSA)
troubles du spectre autistique (TSA)	 déficiences dans les domaines de la communication et de l'interaction sociale et présentent souvent un comportement répétitif ou non conforme
troubles endocriniens	 incluant l'insulino-résistance, l'hyperinsulinémie et l'hyperandrogénie
troubles gastro-intestinaux	 nausées et constipation
troubles généraux du mouvement	( effets secondaires extrapyramidaux)
